gennames	TS1	TS2	TS3	BS1	BS2	BS3	NS1	NS2	MS1	MS2	MS3	MS4	DS1	DS2	DS3	MK
PTCD3	29.09	21.18	97.28	14.93	36.1	211.72	23.7	19.17	17.42	24.95	41.06	9.31	48.68	31.87	60.24	12.89
TTC21B	19.38	17.33	211.95	14.86	32.07	95.85	36	21.11	28.92	23.6	41.57	9.31	48.77	24.98	60.68	12.99
EXOSC5	19.27	17.3	60.3	23.05	32.07	211.55	15	25.36	12.82	28.96	36.05	9.31	41.11	48.68	97.23	21.37
IL1B	20.89	19.61	25.17	12.64	23.46	31.76	17.33	9.46	40.98	212.02	60.81	28.93	36.18	15.02	96.52	48.81
FSD1	41.21	34.79	210.47	9.02	13	23.23	98.77	60.3	17.4	21.29	19.29	14.96	48.57	28.81	32.46	25.69
NR1I3	35.9	98.29	15.32	47.05	17.95	9.02	21.49	41.99	18.24	30.91	60.78	29.25	210.44	23.13	9.02	26.87
GMPPA	19.29	17.3	97.28	9.31	22.12	211.72	22.28	15.02	28.83	32.16	46.33	12.79	58.66	36.17	44.91	25.38
ARHGEF10	36.02	40.58	204.23	23.38	32.56	9.02	100.6	64.68	15.12	19.27	25.15	17.21	48.38	29.3	9.02	21.24
MT1H	32.78	28.16	58.81	35.96	41.04	9.02	25.63	9.02	212.02	48.99	96.7	19.33	9.02	21.73	9.02	23.12
PHB	23.22	19.27	60.3	12.79	32.2	211.78	25.6	28.64	15.02	21.2	36	9.31	41.11	48.68	97.24	17.3
KCNN1	18.05	25.61	28.99	32.72	98.87	9.02	15.06	34.97	21.42	58.83	23.45	12.79	210.39	49.56	40.47	18.8
PDE11A	31.59	57.76	99.27	15.44	12.86	9.02	21.7	19.37	22.91	25.71	51.43	16.98	208.72	36.19	41.06	29.17
BZRAP1	49.57	23.79	211.97	17.14	36.11	9.02	97.29	41.5	21.28	29.97	25.25	19.27	58.95	15.19	9.02	30.49
RP11-326N17.2	35.72	47.17	9.02	23.09	19.6	208.24	43.03	17.8	28.6	32.48	25.31	20.82	98.95	59.88	9.02	14.94
UNC119	15.15	12.79	36.12	19.25	28.88	59.98	21.2	9.31	24.01	32.16	97.29	17.2	48.85	41.03	211.96	24.57
CLEC3B	25.46	17.3	9.02	9.02	28.87	205.89	19.2	21.53	78.33	33.33	41.47	35.46	80.7	22.55	9.02	48.72
KLRC1	48.68	40.89	97.28	12.7	21.95	35.94	60.31	212.01	15.54	19.42	16.79	9.41	32.27	28.92	25.29	22.27
RP11-457M11.5	29.27	21.38	97.13	40.96	60.75	205.9	35.91	32.95	13.34	19.26	17.26	14.92	25.26	23.4	49.33	9.42
CTB-5E10.3	22.47	40.44	87.67	38.67	25.46	9.02	28.86	32.48	18.4	18.3	49.27	15.09	211.94	65.33	9.02	21.75
RP11-295H24.4	40.12	17.33	98.08	11.71	60.88	205.89	19.4	15.09	25.36	22.47	29.08	10.66	48.44	32.14	37.71	22.17
MCC	32.38	28.63	39.06	22.99	19.13	206.65	25.66	38.09	21.25	15.19	48.36	17.4	60.8	98.87	9.02	12.86
ZBTB8B	35.97	32.5	25.53	19.26	28.36	9.02	42.03	15.73	16.86	22.92	62.05	21.67	211.99	47.91	80.12	12.79
RP11-264B17.5	60.67	48.99	211.86	22.19	40.91	94.97	35.28	29.05	19.15	18.33	24.69	12.89	23.38	15.22	9.02	31.73
RP11-402D21.2	28.37	31.63	205.92	60.14	36.27	100.48	26.14	15.49	13.14	21.27	16.87	9.68	49.64	19	41.1	23.7
CMC1	48.68	36.05	97.29	9.51	20.95	41.03	60.31	212.02	15.02	19.4	25.34	12.59	32.15	23.23	28.85	17.43
ZNF525	32.05	28.96	62.63	21.18	22.89	209.92	25.23	41.3	12.82	17.18	36.15	9.31	93.95	20.08	48.84	15.12
SYMPK	21.2	19.25	97.27	15.08	25.27	211.6	17.27	9.31	23.31	31.72	41.43	12.79	60.17	33.69	48.43	31.61
ATHL1	41.28	29.12	72.09	17.21	25.61	211.23	34.93	54.31	21.21	23.21	79.4	15.09	32.87	12.78	9.33	19.29
TIPIN	19.18	36.06	97.29	32.2	41.33	211.65	12.95	17.25	15	21.75	28.88	9.31	48.87	25.34	59.75	22.69
IGLV3-19	19.34	25.66	9.02	97.29	60.3	209.88	23.3	9.02	17.42	32.26	40.9	21.27	14.96	35.87	47.78	28.96
CASC15	19.41	25.45	50.75	23.34	9.02	9.02	15.12	21.22	31.96	61.16	40.26	17.37	205.7	36.98	98.84	29.44
TSGA13	31.91	36.15	29.43	13.9	68.24	9.02	24.76	24.23	17.33	19.47	87.7	13.99	211.99	48.15	41.79	21.08
CCDC86	23.3	19.58	97.27	17.28	32.12	210.78	20.89	25.31	15.05	28.93	41.11	9.36	60.16	36	48.68	12.75
MSS51	28.2	17.33	40.77	14.99	19.49	31.79	23.76	12.89	95.75	50.71	36.23	21.14	211.89	25.75	9.02	59.54
CTF1	15.19	25.22	59.81	12.77	17.54	9.02	23.36	19.32	30.81	35.74	40.84	31.51	210.24	49.19	96.86	21.01
PAM16	12.79	31.25	60.48	14.94	34.95	210.46	9.47	17.55	19.47	24.91	41.34	21.4	96.75	29.54	48.31	24.6
TRG-AS1	60.81	29.29	212	9.31	17.3	96.55	41.45	36.04	19.27	23.24	12.79	15.02	25.34	31.74	48.29	21.2
AP001059.6	17.3	32.26	59.91	212.02	97.29	47.96	12.81	9.47	15.16	25.28	21.28	22.62	36.29	41.18	20.07	28.63
MVD	36.34	15.08	97.28	12.48	21.27	211.67	60.31	28.51	23.21	26.01	31.82	9.63	40.78	17.35	48.6	19.18
ADCY2	48.77	41.79	36.1	25.35	96.01	9.02	29.11	23.12	14.68	20.93	32.14	19.6	211.99	60.49	17.15	13.18
AC090498.1	17.3	56.23	47.83	35.81	52.25	211.84	12.79	9.31	15.02	21.26	32.45	24.75	90.38	19.34	28.86	23.71
KRT5	9.02	29.03	25.63	9.02	9.02	40.78	32.28	48.3	21.08	9.02	35.37	23.38	97.27	212.01	59.98	9.02
SEC61G	19.27	15.02	97.29	9.31	17.3	211.91	21.23	23.19	32.02	29.01	36.05	12.79	48.02	60.3	41.75	25.36
BORCS8	17.33	15.02	97.28	9.47	25.24	211.52	21.2	12.64	48.57	41.22	60.31	19.24	32.12	28.91	23.3	36.05
PTPRA	41	25.08	98.93	12.79	23.48	210.06	60.31	29.37	17.31	15.11	31.66	9.31	36.15	19.19	48.65	21.2
CTD-2090I13.1	21.43	32.81	40.6	36.14	49.01	62.74	14.43	13.07	9.63	23.33	25.77	19.03	211.99	28.08	91.49	17.54
NAP1L6	25.63	48.36	61.3	21.47	23.22	9.02	41.1	28.45	12.9	17.47	35.68	19.27	206.52	32.48	101.39	14.92
RP11-867G23.4	12.83	25.53	98.22	15.33	36.01	208.44	18.78	9.36	28.96	23.14	41.45	31.75	48.62	17.58	21.2	60.5
ME3	48.64	29.01	209.61	15.06	9.02	9.02	34.17	97.13	25.57	23.29	21.26	17.94	39.08	36.01	61.51	18.71
CD69	60.31	36.05	212	32.16	41.33	28.56	48.46	97.28	17.38	21.2	19.19	9.73	25.57	12.46	14.89	23.22
SPTY2D1-AS1	19.4	14.01	111.52	9.37	48.89	13.83	21.17	29.83	41.22	23.3	31.42	17.33	36.16	59.93	154.07	25.16
AF213884.2	31.2	21.36	64.12	49.35	35.19	9.02	12.86	26.23	15.57	41.16	28.24	17.61	125.21	19.35	158.31	24.11
RP11-390F4.3	24.31	31.63	35.65	48.4	42.1	211.25	23.92	21.36	17.7	12.89	19.13	9.37	60.36	29.73	95.18	15.28
AVL9	19.55	17.3	97.27	15.02	25.47	211.55	20.92	9.36	41.05	36.11	48.68	12.74	60.3	23.41	28.49	32.16
GET4	28.59	15.16	60.66	12.79	19.77	207.85	25.63	17.32	32.49	40.43	48.84	20.67	98.77	36.29	9.02	23.16
PIGG	19.38	21.23	99	12.79	36.11	209.31	25.26	23.31	17.16	28.68	32.16	9.31	44.81	44.9	60.19	15.22
TCF4	9.31	14.99	31.24	36.05	41.11	49.02	12.83	25.95	19.27	23.4	21.2	17.3	59.91	212.02	97.24	29.01
CD7	48.68	41.11	212.01	11.62	21.13	35.79	60.31	97.29	15.02	17.33	19.31	10.49	26.55	27.62	32.29	23.24
FOXK1	21	28.95	211.98	12.79	35.19	32.46	19.36	17.71	23.2	25.94	73.76	9.31	81.45	15.02	50.33	40.79
ANKS1B	40.96	49.01	208.81	12.99	35.48	9.02	24.92	17.19	20.96	23.44	32.6	15.03	100.43	59.87	19.7	29.04
PABPC1L	23.32	28.68	97.24	41.33	60.14	210.76	19.81	13.1	17.91	32.52	25.16	20.52	48.62	14.71	9.02	35.5
RP11-154J22.1	25.53	21.15	211.93	31.88	60.15	9.02	17.36	36.28	14.6	23	48.53	13.28	97.28	40.84	28.93	19.6
ACADVL	19.27	15.05	97.28	9.31	23.17	211.78	21.25	17.28	25.36	32.16	36.05	12.79	60.3	41.53	48.21	28.88
SLC7A5	35.95	29.24	60.13	13.11	25.59	211.62	15.45	31.41	19.29	16.75	22.92	9.36	41.2	97.29	48.68	21.41
AKT2	23.25	21.06	97.28	17.23	27.99	211.38	31.71	9.31	48.68	41.11	60.31	12.79	26.66	15.15	19.33	36.05
C1orf56	29.68	48.83	96.7	17.3	22.83	62.55	25.01	35.07	12.79	15.02	41.11	32.17	210.06	9.31	20.35	20.7
AC005540.3	19.06	48.85	13.07	17.71	40.56	60.86	15.13	9.41	23.17	20.82	36.4	26.06	100.11	29.02	204.92	31.82
CRHR1	25.48	23.37	93.71	21.12	36.04	64.41	40.73	33.62	9.42	19.27	17.48	12.85	54.87	28.93	155.91	14.99
CTA-212A2.2	21.87	25.78	50.67	31.8	29.55	9.02	22.55	36.24	17.11	19.22	40.88	15.26	211.97	61.73	79.32	12.79
RP11-1090M7.1	36.73	32.07	60.75	25.12	27.11	205.89	40.31	21.19	17.27	12.86	19.38	15.09	98.07	26.07	9.02	49.21
C8orf37	17.36	28.91	141.27	41.67	36.14	149.37	15.09	9.69	21.18	23.26	19.4	12.5	52.23	32.17	56.18	25.4
GNMT	95.98	13.45	32.04	22.91	26	208.76	15.28	21.34	28.75	61.35	39.62	19.41	47.87	38.03	9.02	16.43
ZNRF3-AS1	21.1	32.16	23.78	24.96	36.48	207.81	28	48.74	9.52	17.57	19.85	12.67	98.34	40.51	60.96	15.06
RP11-477D19.2	32.03	25.67	42.25	23.25	28.95	80.86	21.27	63.15	19.17	17.44	36.35	15.15	206.58	47.33	9.02	12.77
APOL2	31.87	34.9	212	9.31	22.74	97.05	41.06	17.41	21.7	27.05	60.31	19.15	48.68	12.79	15	28.65
RAP1GDS1	21.09	19.28	62.5	12.79	28.79	211.73	25.45	32.15	15.06	23.22	36.05	9.31	48.59	41.2	94.94	17.38
ZNF674-AS1	24.61	19.54	99.1	24.22	14.73	201.35	29.07	42.06	17.33	21.01	58.78	10.03	36.33	47.87	32.48	12.48
RP11-20I23.6	21.21	18.84	33.19	48.61	23.19	9.02	28.69	14.99	39.47	60.81	36.74	18.05	96.3	212.01	9.02	25.48
BCL2L14	29.07	41.6	96.24	17.17	14.68	54.09	32.07	52.28	22.92	13.59	36.27	19.15	211.98	21.62	9.02	25.22
RP11-109P14.10	25.98	28.5	83.44	12.3	41.65	207.56	32.46	17.11	21.41	23.49	34.9	9.84	48.3	19.34	74.06	15.36
GRIN1	9.02	32.66	9.02	40.63	9.02	9.02	9.02	48.65	25.27	28.88	9.02	23.13	97.27	212.01	59.98	35.12
ATP6V0C	14.83	21.59	48.58	19.41	16.96	208.37	30.21	13.42	25.71	41	59.95	30.61	98.8	35.9	9.02	23.14
DNAJB9	36.05	23.22	41.78	17.79	30.76	211.89	30.27	21.2	13.54	18.69	25.36	9.31	49.22	97.29	58.99	14.37
SNX15	9.73	21.64	98.51	22.6	32.63	33.73	25.84	29.06	19.55	41.04	49.7	14.9	210.07	59.94	17.1	12.74
CCDC51	25.29	18.22	98.75	18.85	47.33	209.25	28.93	23.28	14.22	13.67	42	9.31	35.81	32.79	60.21	20.63
TTPAL	33.91	23.22	210.54	21.29	49.01	19.01	29.53	25.24	12.83	17.33	34.01	9.37	60.44	40.73	98.02	15.09
RP11-24C3.2	13.03	40.82	95.77	21.36	14.99	47.98	35.87	17.45	29.27	24.62	23.7	19.22	210.53	9.57	62.35	32.33
RP11-809N8.2	29.12	19.65	20.9	36.38	41.05	96.76	25.77	12.8	15.09	17.36	48.57	23.28	210.13	60.48	9.02	31.89
RAVER2	16.56	25.45	59.92	16.14	28.92	9.02	12.92	19.19	40.99	34.5	33.68	21.17	97.29	49.01	211.07	22.81
TRIM13	21.06	12.79	211.99	32.28	50.01	28.51	16.16	23.14	19.71	25.57	97.29	9.31	58.77	35.81	41.1	16.27
MMP7	40.02	9.02	208.62	9.02	9.02	9.02	9.02	55.89	98.34	52.61	37.51	25.33	9.02	28.71	9.02	32.27
AC002398.11	48.93	23.85	9.02	19.32	21.14	9.02	31.33	9.02	37.1	39.86	97.29	25.19	211.95	30.1	9.02	59.34
PDS5B	17.3	15.02	212	12.79	36.4	97.1	27.11	21.13	23.19	32.16	48.6	9.31	60.3	19.54	40.79	26.95
MLLT3	42.56	60.31	211.98	17.35	25.07	96.76	47.23	32.71	15.19	23.23	21.47	12.79	35.4	19.05	9.02	28.92
DTNBP1	23.22	15.02	97.28	19.24	25.36	211.4	29.01	32.14	12.79	21.2	40.81	9.31	36.23	48.68	60.27	17.33
ZNF154	21.67	33.83	28.68	34.43	94.6	41.15	25.5	50.21	15.02	19.32	22.97	12.52	211.99	60.82	9.54	17.33
LINC00924	17.55	15.33	31.86	12.86	36.53	9.02	25.58	24.11	21.54	47.31	41.83	18.8	100.47	60.14	207.16	27.77
ATP5L2	15	21.03	60.3	9.41	17.38	99.1	12.73	29.02	25.35	31.98	36.12	19.38	210.06	41.12	48.53	23.25
PCDH11X	19.27	32.3	98.42	44.1	38.15	9.02	28.42	12.77	17.42	21.85	60.75	15.06	210.32	43.39	22.61	25.19
ARHGEF26	32.57	21.95	49.23	19.29	62.62	204.64	28.93	25.23	12.64	17.24	22.76	9.46	40.87	37.49	97.39	15.08
IRGQ	23.16	12.91	59.76	20.79	25.51	9.32	15.05	17.5	125.05	181.25	46.99	28.73	43.05	19.31	39.14	32.23
APOBEC3C	40.61	21.32	97.28	19.24	48.68	211.73	36.55	15.33	16.99	23.27	60.31	12.82	28.08	9.31	31.3	26.81
POLD4	16.04	19.18	60.82	28.9	39.68	195.51	12.79	9.31	48.6	37.41	112.85	21.22	31.83	16.23	24.37	24.26
EIF5AL1	14.8	28.44	97.28	13.05	32.2	211.71	17.28	22.51	9.31	24.93	41.23	22.18	60.3	36.07	48.43	19.68
TMX1	18.66	15.02	212	12.79	29.44	97.15	22.39	18.66	21.23	31.59	36.05	9.31	58.3	41.11	50.62	25.31
MTBP	35.23	21.18	97.24	29.75	25.29	210.43	43.24	18.79	15.05	23.38	46.15	12.79	60.29	32.41	9.02	17.67
SLC25A22	45.16	19.64	97.27	15.02	32.62	210.77	44.63	35.42	17.33	23.91	60.31	12.79	21.06	9.31	28.35	25.01
BCYRN1	32.06	41.04	60.14	19.33	28.16	21.12	23.17	36.01	9.52	17.2	26.22	14.99	210.55	48.82	98.56	12.75
C11orf98	25.46	43.06	62.54	12.79	35.43	208.74	23.08	32.68	16.98	15.37	46.28	20.8	96.74	29.29	9.27	19.8
ARL5C	21.11	25.38	9.02	9.02	9.02	205.91	36.19	48.72	23.09	29.12	41.06	32.18	60.77	98.87	9.02	9.02
CENPL	39.68	25.17	205.16	21.35	36.13	102.3	32.39	15.81	12.79	19.15	23.49	9.31	60.3	47.96	30.3	16.63
MEIOC	17.34	32.43	61.63	29.11	94.06	205.9	14.97	9.41	21.3	19.6	23.09	13.14	46.36	40.75	41.79	25.4
CA1	39.82	32.04	9.02	9.02	9.02	9.02	9.02	9.02	36.84	9.02	60.81	9.02	48.21	206.76	100.7	9.02
SLC7A11	21.9	33.02	48.57	17.01	28.63	96.78	9.47	34.21	12.94	19.38	25.08	15.17	60.29	212.01	41.01	23.56
GPNMB	17.62	34.14	94.7	12.86	33.46	209.88	15.09	9.02	23.72	40.64	61.1	19.56	20.75	29.1	48.71	26.34
IKZF5	21.49	18.16	68.58	12.79	40.69	210.78	15.05	22.92	25.36	29.11	32.02	9.31	78.23	36.46	58.65	18.38
C18orf54	25.66	21.23	211.96	17.23	28.81	96.6	34.65	15.04	41.11	24.34	58.93	19.24	50.05	12.86	9.02	32.1
ROBO3	32.16	28.88	48.91	9.37	15.07	20.05	36.11	41.14	13.14	25.36	23.22	17.54	99.01	59.94	209.74	19.14
ITM2C	19.46	25.36	39.74	28.88	37.4	211.9	15.05	32.15	12.79	17.28	21.01	9.31	48.68	97.29	60.27	23.22
TTC39C	36.26	97.29	211.98	12.83	27.92	14.89	20.58	19.89	17.28	32.21	24.23	9.36	40.81	49.03	59.89	25.34
AC022182.3	17.54	25.34	60.56	41.31	96.15	210.75	35.94	28.84	19.27	15.15	49.35	12.75	32.26	9.36	23.02	21.02
EPS8L1	28.92	19.24	90.22	17.1	12.92	210.38	32.43	38.41	21.72	23.77	38.4	15.13	63.74	48.68	9.02	24.28
HBD	36.19	25.51	9.02	23.13	28.77	9.02	21.29	44.12	19.35	17.3	31.94	15.07	45.84	210.17	59.78	98.32
SPRY2	24.94	18.8	99.22	14.88	23.23	53.43	36.27	210.04	28.64	32.16	12.94	9.37	51.07	21.44	45.21	18.08
GSN	15.09	12.79	31.27	9.31	19.35	22.19	35.84	48.68	25.74	41.03	22.34	17.24	60.82	96.77	211.96	29.44
POGZ	21.21	15.75	97.28	16.58	41.43	211.22	23.14	12.58	28.88	32.85	35.42	9.52	48.29	19.34	60.24	25.36
RP3-508I15.22	59.97	49.68	100.7	12.98	32.55	204.63	23.6	25.78	20.33	16.11	38.53	18.73	28.02	17.58	9.02	37.83
CTD-2503I6.1	17.78	72.23	35.03	41.7	30.45	76.9	20.14	15.09	9.42	12.88	48.03	30.25	211.97	25.06	23.08	21.34
SLC26A4	25.51	98.88	47.48	36.75	60.45	9.02	23.17	32.04	15	17.35	21.2	19.44	41.72	29.1	208.37	12.82
MOK	23.27	32.45	210.2	28.51	19.37	9.02	17.33	48.91	13.03	41.12	35.85	21.68	60.64	14.98	96.79	25.34
TCL1A	10.13	19.22	32.06	97.29	40.41	49	12.38	28.97	17.35	22.1	25.31	14.62	59.35	212.01	37.09	22.38
DPPA4	20.57	15.78	36	41.15	23.29	28.62	25.02	48.35	9.58	20.09	12.77	16.93	76.81	212.01	76.9	31.99
RP11-403I13.7	98.88	49.2	41	21.47	15.03	205.91	60.44	36.3	23.07	32.21	19.18	17.66	25.52	12.89	9.02	28.44
IRF7	12.79	19.25	37.88	9.31	23.22	48.63	17.3	32.15	21.2	28.88	39.26	15.05	60.3	212.02	97.24	25.36
IGSF10	17.25	21.4	48.64	12.77	35.68	40.31	23.08	32.3	19.25	25.61	15.19	9.02	97.28	60.3	211.91	29.07
SLC30A2	32.45	75.61	51.14	80.13	15.13	9.02	23.22	40.96	17.3	28.74	36.1	21.28	210.51	25.5	9.02	19.36
RERE	15.11	17.36	48.71	22.19	36.66	207.24	19.12	9.69	22.29	32.21	98.88	12.42	40.87	28.66	60.7	25.66
IL23R	98.88	51.25	56.34	9.02	32.2	205.89	25.32	36.14	29.13	19.67	23.33	21.3	40.95	17.26	9.02	9.02
TMEM184A	21.16	32.62	65.44	17.44	40.72	9.02	20.03	9.02	23.35	89.58	48.99	27.95	211.92	25.76	9.02	36.1
TIE1	28.44	50.2	39.44	37.25	25.9	9.02	58.38	211.97	15.05	21.03	32.34	17.42	97.28	23.27	9.02	19.35
HARBI1	24.51	21.2	98.76	18.98	24.71	208.92	30.26	12.64	17.48	31.24	48.72	9.47	59.99	35.12	40.95	15.18
RABL2A	21.26	19.27	211.96	23.7	35.32	28.4	25.05	48.76	12.92	17.36	33.33	9.31	41.25	97.29	59.38	14.96
AC129778.2	21.39	29.11	60.09	41.29	36.03	209.27	25.08	48.53	12.83	17.51	23.23	19.14	98.78	32.05	9.02	14.94
CTD-2325M2.1	29.26	35.21	209.6	10.96	14.19	97.21	48.47	41.64	12.85	21.26	23.31	17.21	60.53	32.54	25.55	18.83
AC064834.1	31.13	29.29	23.74	18.88	98.87	9.02	21.18	15.16	36.45	41.32	60.47	17.77	209.79	48.06	9.02	25.43
LINC00958	19.35	40.36	25.58	60.06	21.35	9.02	43.33	94.5	15.09	23.16	45.06	17.24	211.95	31.99	9.02	28.67
RASA4B	25.8	32.35	48.63	9.42	35.99	205.91	21.45	12.93	17.41	28.83	19.48	15.12	60.91	41.68	97.02	23.19
ZBTB25	39.13	60.18	98.86	21.42	48.81	208.33	29.01	25.49	12.9	18.83	31.87	9.37	38.02	23.03	14.84	17.69
LINC01260	60.81	48.82	211.93	19.2	26.69	9.02	41.11	96.6	22.42	33.28	22.43	27.85	17.23	34.17	9.02	9.02
RP11-265N6.1	17.44	32.63	61.05	28.31	41.29	208.38	23.44	25.65	19.13	21.26	48.75	12.85	97.75	35.56	9.02	14.96
RNF220	19.52	17.3	97.28	9.36	28.75	211.19	20.95	12.75	32.62	48.25	60.31	15.02	36.4	23.21	40.65	25.49
RP4-781K5.2	22.84	19.17	29.92	12.71	9.57	208.32	25.68	17.53	21.47	31.52	35.46	15.27	96.88	40.87	60.19	48.59
AMT	32.05	37.55	19.15	10.93	13.9	198.14	23.1	100.98	27.18	27.65	39.61	12.51	60.97	21.31	17.16	48.83
INTS6	32.03	21.24	60.76	12.79	28.92	107.27	36.05	25.03	23.55	19.18	15.06	9.31	201.29	41.11	48.64	17.41
NARF	22.71	15.02	97.28	12.79	27.82	211.73	40.94	32.15	17.3	26.37	48.85	9.31	36.4	21.72	59.91	19.31
EXOSC6	28.88	21.2	211.99	16.54	38.29	97.04	25.36	19.26	12.79	23.22	38.86	9.31	58.84	32.15	50.1	15.79
RP11-1000B6.5	20.9	25.59	18.29	15.12	23.01	9.02	9.02	32.8	62.49	35.39	40.86	29.29	184.38	114.15	48.05	18.77
RP11-192H23.6	28.79	19.22	44.14	21.35	32.85	209.82	23.34	17.4	12.9	25.13	35.35	14.92	94.46	58.8	51.27	9.31
PRRT1	28.93	32.33	99.17	9.02	21.22	60.86	41.08	23.19	12.83	18.93	15.77	17.36	36.13	49.01	207.03	25.1
MCF2L2	36.42	48.85	207.77	19.41	28.2	66.34	40.93	25.85	14.99	23.16	32.08	21.33	93.21	13.17	9.02	17.28
RP11-95D17.1	29.28	25.18	98.9	9.31	33.23	59.05	17.61	19.23	20.79	23.48	41.15	12.79	49.02	34.63	209.83	15.27
KIAA1683	23.22	25.4	9.35	66.27	40.44	38.21	12.89	17.21	21.26	29.3	49.05	15.27	90.83	32.05	208.09	19.18
TMEM45A	21.29	35.79	19.24	9.02	31.82	97.57	17.39	9.02	41.44	23.05	28.93	25.82	60.78	14.96	209.86	48.3
SLC15A4	19.3	12.79	60.35	9.31	21.23	31.77	35.88	17.3	41.22	28.95	23.25	15.02	49.04	212.01	96.64	25.64
RP11-45A17.2	17.7	18.97	100.8	15.06	48.97	9.02	29.6	12.77	31.86	36.2	61.05	21.32	203.08	23.4	42.68	25.29
DTWD1	21.15	12.82	62	15	32.16	209.49	17.3	24.07	19.34	28.88	36.05	9.31	41.45	97.64	48.28	24.39
FAM9C	23.48	48.84	60.85	27.38	32.19	207.41	26.81	12.75	9.48	19.3	40.25	15.45	98.77	36.65	21.14	16.9
MYO15B	9.42	16.31	19.29	21.11	23.24	28.75	16.14	12.69	58.71	97.29	212.02	25.49	49.1	41.32	32.87	36.02
RP11-398K22.12	40.96	32.06	199.98	23.51	59.13	104.22	49.45	21.08	9.37	14.96	17.33	12.92	25.54	29.04	35.93	19.23
AC069513.4	14.92	24.95	97.66	9.85	12.58	205.89	29	35.98	17.67	23.42	61.92	21.99	41.03	32.39	48.04	18.99
PARP10	19.42	21.05	41.38	9.91	17.26	98.48	32.16	15.08	25.18	23.47	36.05	12.2	48.53	208.31	62.41	28.79
GZMK	60.31	48.68	211.99	12.75	32.04	40.53	36.12	97.29	15.02	21.51	23.06	9.36	19.34	17.32	28.76	25.54
CD2AP	23.2	19.24	41.2	14.5	28.88	209.87	25.36	36.04	17.33	21.22	32.16	9.31	48.58	98.87	60.25	13.32
AC093818.1	21.88	17.3	41.97	35.45	58.62	210.98	49.48	32.74	19.29	22.52	28.83	12.77	25.41	14.92	9.02	97.29
IGLV2-8	23.25	25.51	31.91	60.3	97.29	208.74	28.74	9.02	19.33	40.47	36.72	15.12	17.36	21.17	9.02	48.5
ING3	20.64	15.02	97.28	12.79	31.82	211.4	23.21	22.03	17.44	29.21	47.87	9.31	41.77	36.19	60.24	23.02
KDM4B	17.3	14.96	29.13	34.45	97.29	210.75	19.27	9.31	24.51	25.73	32.28	12.85	59.75	48.73	40.98	21.2
RP11-334J6.7	29.59	36.85	9.02	17.33	38.71	209.9	50.78	9.02	20.13	58.82	96.09	33.49	25.21	22.99	9.02	20.7
KANK1	28.79	32.16	41.32	15.17	36.04	210.45	12.89	17.21	23.13	21.26	25.44	9.36	59.78	97.29	48.82	19.11
AC015691.13	15.22	28.82	97.44	21.12	41.28	9.02	36.27	23.56	17.66	19.27	25.62	32.16	210.51	59.25	9.02	49.44
TSTD1	22.41	22.09	97.29	36.05	48.83	211.84	27.69	41.11	12.79	15.02	19.27	9.31	26.5	32.12	60.11	17.3
IGKV3-11	28.19	21.46	48.27	97.29	60.3	209.91	19.17	9.4	22.97	40.21	36.08	15.16	25.98	12.78	32.87	17.72
HIST2H2BF	12.67	19.44	97.24	20.9	41.05	210.42	17.5	9.52	26.67	35.72	50.04	15.13	58.93	23.76	28.04	30.58
CSNK2A3	17.3	21.73	100.38	13.5	38.3	59.14	19.29	9.36	32.19	22.9	48.85	14.42	208.82	37.91	26	29.13
RP11-405M12.3	60	96.85	42.22	21.3	19.62	9.02	47.86	15.16	25.83	22.62	32.07	17.19	211.88	28.71	9.02	36.03
SLC39A10	28.7	17.33	198.1	20.14	35.39	32.39	25.15	41.78	12.83	23.74	20.39	9.31	48.01	60.3	111.05	15.06
IRAK1	15.82	16.52	97.28	9.36	25.69	211.61	19.36	12.74	60.31	41.9	47.9	28.65	32.05	23.11	21.16	36.05
TXNDC16	25.6	21.18	211.93	9.31	12.95	53.77	23.22	15.62	19.27	41.34	49.58	16.57	97.28	28.78	32.68	35.51
SET	17.98	19.38	97.29	12.79	41.04	211.78	23.19	20.44	15.02	28.88	36.11	9.31	60.3	32.16	48.66	25.36
RASSF7	32.16	28.83	211.97	17.25	37.01	96.89	21.35	23.17	14.96	19.27	25.31	9.31	59.81	40.14	49.11	12.91
N4BP3	21.22	29.07	31.94	40.99	60.3	210.76	19.09	25.32	14.99	23.2	17.41	12.92	48.56	97.29	36.15	9.02
CD320	50.01	32.16	97.29	18.86	25.24	211.48	58.98	36.04	12.79	15.02	17.79	9.31	28.83	41.11	23.34	21.12
ADGRG5	28.98	23.22	97.27	21.2	25.36	211.42	48.46	35.35	12.79	17.42	15.05	9.31	32.74	60.3	41.24	19.12
MMP24	15.65	25.5	59.93	19.09	28.57	9.02	23.31	12.83	32.81	41.68	48.98	21.42	211.92	35.78	93.34	17.08
SGSM2	25.84	28.54	31.75	16.03	47.17	24.45	16.29	9.42	108.83	62.4	35.83	21.3	42.11	18.75	13.36	197.65
GPR161	48.04	31.69	99.15	17.75	25.66	9.02	21.22	29.54	23.05	36.01	61.35	15.22	208.16	19.86	9.02	40.85
ZDHHC17	17.78	15	41.2	9.87	32.31	78.18	18.87	21.12	25.41	28.87	35.85	12.26	61.9	210.09	50.43	23.22
